iter	Logloss
407	0.2177136766
408	0.2174378591
409	0.2172431897
410	0.2166992608
411	0.2163418531
412	0.2160371601
413	0.2155746549
414	0.2153267189
415	0.2150584094
416	0.2149252607
417	0.2146496461
418	0.2142998286
419	0.2139005242
420	0.2135674121
421	0.2131709564
422	0.2129271498
423	0.2126028855
424	0.2124400531
425	0.2120945572
426	0.2119533264
427	0.2115749695
428	0.2110940739
429	0.2108841533
430	0.2105049647
431	0.210277893
432	0.2098946233
433	0.2096050994
434	0.2092762246
435	0.2088509288
436	0.2086419329
437	0.2083406309
438	0.2080767627
439	0.2078593126
440	0.2075991142
441	0.207351996
442	0.2069809362
443	0.2066434794
444	0.2061989082
445	0.2059473739
446	0.2056334985
447	0.2054752879
448	0.2052669187
449	0.2049647962
450	0.2045892821
451	0.2043739246
452	0.2040942096
453	0.2037578982
454	0.2035010828
455	0.2032412833
456	0.2029312248
457	0.2028900417
458	0.2026553122
459	0.2022902037
460	0.2020745508
461	0.2019021409
462	0.2015995254
463	0.2013035486
464	0.2009642554
465	0.2005212189
466	0.2003771582
467	0.2000487382
468	0.199709605
469	0.1994385558
470	0.1991277901
471	0.1989067863
472	0.1985239714
473	0.1982019506
474	0.1979322348
475	0.197686669
476	0.1973690928
477	0.1970657368
478	0.1968213191
479	0.1964682325
480	0.1960010131
481	0.1957820106
482	0.1955109185
483	0.1953686637
484	0.1950199019
485	0.1948072491
486	0.1945183712
487	0.1941958038
488	0.1939067116
489	0.1937247826
490	0.1934908322
491	0.1931900307
492	0.192915336
493	0.1926646968
494	0.192453146
495	0.1920346983
496	0.1915969553
497	0.191301457
498	0.1911113772
499	0.1908882212
500	0.1905187137
501	0.190189557
502	0.1901574672
503	0.1897795211
504	0.1896247311
505	0.1892613414
506	0.1889563557
507	0.1885988959
508	0.1881962177
509	0.1879930179
510	0.1877235346
511	0.1874681443
512	0.1872616845
513	0.1869306162
514	0.1866793063
515	0.1864800571
516	0.1862144502
517	0.1860072291
518	0.185758326
519	0.1852913869
520	0.1849665722
521	0.1846505586
522	0.1844813679
523	0.1842888776
524	0.1840369395
525	0.183612003
526	0.1833540255
527	0.1830751579
528	0.1828462229
529	0.1825851299
530	0.1823014606
531	0.1821543816
532	0.1817143012
533	0.1815519328
534	0.1813095486
535	0.181078398
536	0.1809082004
537	0.1806059909
538	0.1803758053
539	0.1801544734
540	0.179866053
541	0.1795450836
542	0.1792632814
543	0.1789575482
544	0.1785248641
545	0.1782379258
546	0.1779259894
547	0.1776910623
548	0.1775563633
549	0.1772356044
550	0.1769191478
551	0.1766766465
552	0.1766283136
553	0.1765125952
554	0.176235134
555	0.1760256935
556	0.1758343567
557	0.175653666
558	0.1754118601
559	0.1751754225
560	0.1750813959
561	0.1747793265
562	0.1745804989
563	0.1743538374
564	0.1741232974
565	0.1740897325
566	0.1740314799
567	0.1738766088
568	0.1735961518
569	0.1733581386
570	0.1731118538
571	0.1728909161
572	0.172693216
573	0.1724668881
574	0.1722579212
575	0.1720796152
576	0.1719349429
577	0.1715400095
578	0.1713131
579	0.1711536726
580	0.1708401431
581	0.1707115087
582	0.1705526065
583	0.1703814069
584	0.1701498467
585	0.1698506281
586	0.1695765853
587	0.1694814434
588	0.1692431623
589	0.1690753414
590	0.1688646792
591	0.1686225018
592	0.1683480944
593	0.1681372421
594	0.1679129498
595	0.1676840986
596	0.1674884622
597	0.1672817887
598	0.1670542461
599	0.1667271439
600	0.1665596779
601	0.1664583452
602	0.1661816744
603	0.16594336
604	0.1657311132
605	0.165353448
606	0.1651779247
607	0.1648841076
608	0.1648277528
609	0.1647344833
610	0.1645961705
611	0.1644018454
612	0.1641725903
613	0.1639515715
614	0.163861794
615	0.1635605467
616	0.1634148773
617	0.1633437652
618	0.1631143088
619	0.1629803847
620	0.1628287725
621	0.1625710543
622	0.1624564233
623	0.1622098706
624	0.1620802928
625	0.1618849673
626	0.1617367697
627	0.1615181136
628	0.1613350328
629	0.1611516626
630	0.161029602
631	0.1608046752
632	0.1604583806
633	0.1602397924
634	0.1600697403
635	0.1598759479
636	0.1597758854
637	0.1595737784
638	0.1594043197
639	0.1591519254
640	0.159018342
641	0.1587809483
642	0.1586245559
643	0.1583557787
644	0.158192202
645	0.1580119788
646	0.157756288
647	0.1575470776
648	0.1573658347
649	0.1572484307
650	0.1571582169
651	0.1570173024
652	0.1568966274
653	0.1567531655
654	0.1565842156
655	0.1562646729
656	0.1560288171
657	0.1557942111
658	0.1556734384
659	0.1554780868
660	0.1553273703
661	0.1550310748
662	0.1547668453
663	0.1545286718
664	0.1543785586
665	0.154078896
666	0.1537923351
667	0.1536817118
668	0.1534700646
669	0.1533386737
670	0.1531669546
671	0.1529238514
672	0.152702418
673	0.1525713028
674	0.1523338027
675	0.1521356055
676	0.1519735015
677	0.1518847489
678	0.1517184624
679	0.1515039351
680	0.1513354059
681	0.1511768779
682	0.1509019072
683	0.1506410306
684	0.1505582719
685	0.150250626
686	0.1500888872
687	0.1497934085
688	0.149663734
689	0.1494296408
690	0.1493096236
691	0.1491809141
692	0.1488785545
693	0.1486630982
694	0.1485843264
695	0.148456458
696	0.148278416
697	0.148125395
698	0.1479249833
699	0.1477684666
700	0.147677283
701	0.1474907345
702	0.1473694948
703	0.1472402215
704	0.1471632209
705	0.1471131562
706	0.1469327515
707	0.1468197784
708	0.1467281392
709	0.1464687229
710	0.1463301107
711	0.1462061005
712	0.1460032699
713	0.1458467825
714	0.1456883415
715	0.1455389194
716	0.1453232609
717	0.1450534264
718	0.1448684375
719	0.144632667
720	0.1444237444
721	0.1441932654
722	0.1439992794
723	0.1438700906
724	0.1437889346
725	0.1435527187
726	0.1434508712
727	0.1432244512
728	0.1430152872
729	0.142792198
730	0.1425580404
731	0.1423774925
732	0.1422621621
733	0.1420884189
734	0.14193757
735	0.1417801963
736	0.1416077117
737	0.1414304829
738	0.1412887109
739	0.1410822052
740	0.1410038844
741	0.1408774184
742	0.1407239485
743	0.1406245342
744	0.1404478604
745	0.140281158
746	0.1400979714
747	0.1399483275
748	0.1398120378
749	0.1396980503
750	0.1394730296
751	0.1393002183
752	0.1391144459
753	0.1389433873
754	0.1388297862
755	0.1387404225
756	0.1386337482
757	0.1384187037
758	0.1381936618
759	0.1380970612
760	0.1378200774
761	0.1376905326
762	0.1374917057
763	0.1373134049
764	0.1371958473
765	0.1371061587
766	0.1370176246
767	0.1368660065
768	0.136730462
769	0.1365631086
770	0.136423895
771	0.136232607
772	0.1360638134
773	0.1359558011
774	0.1357298649
775	0.1356270482
776	0.1354542904
777	0.1353394515
778	0.1351735928
779	0.1350107778
780	0.1349186897
781	0.1347474118
782	0.1345791884
783	0.1343832996
784	0.1341883105
785	0.1339980168
786	0.1338243761
787	0.1336375993
788	0.1334955998
789	0.1333051442
790	0.1331581822
791	0.1329879688
792	0.1328189094
793	0.1326748541
794	0.132484098
795	0.1323766486
796	0.1321741079
797	0.132034098
798	0.1319407158
799	0.1316497986
800	0.1314744998
801	0.1313545301
802	0.1312956912
803	0.1310861194
804	0.130914716
805	0.1307939653
806	0.130716529
807	0.1305141231
808	0.1303588203
809	0.1301772825
810	0.1300504761
811	0.1299096453
812	0.1297023122
813	0.1295719426
814	0.1293812673
815	0.1292697078
816	0.1291554417
817	0.1290133359
818	0.1289338682
819	0.1287967163
820	0.128626988
821	0.1285034359
822	0.1282876198
823	0.1282401579
824	0.1281068677
825	0.1278572112
826	0.127747584
827	0.1276943139
828	0.1275773097
829	0.1274292934
830	0.1273209007
831	0.1272149736
832	0.1270105952
833	0.1268150433
834	0.1266004964
835	0.1263242726
836	0.1262045009
837	0.126099119
838	0.1259618493
839	0.1258192626
840	0.1256945869
841	0.1254904939
842	0.1254086027
843	0.1253316287
844	0.1252297805
845	0.1250385621
846	0.1249014733
847	0.1246593589
848	0.1245366987
849	0.1243827386
850	0.1240878508
851	0.1239733551
852	0.1238189584
853	0.1237635572
854	0.1236610762
855	0.123438699
856	0.1233165363
857	0.1231632856
858	0.1230460924
859	0.1228684673
860	0.122788339
861	0.1225846826
862	0.1225537612
863	0.1223955783
864	0.1222970429
865	0.1221642078
866	0.121952625
867	0.1219325135
868	0.1217980863
869	0.1216790298
870	0.1215182591
871	0.1212556542
872	0.1211111868
873	0.120968903
874	0.1208042301
875	0.120747251
876	0.1205322597
877	0.1204013347
878	0.120317675
879	0.120176343
880	0.1199842726
881	0.1198984508
882	0.1197588675
883	0.119625828
884	0.1194851369
885	0.1192841627
886	0.1192050251
887	0.1190290526
888	0.1189173839
889	0.1188585745
890	0.1187430056
891	0.1186262412
892	0.1185086461
893	0.1182878259
894	0.1180773931
895	0.1179599732
896	0.1178613697
897	0.1177060948
898	0.1175105781
899	0.1174357869
900	0.1173414991
901	0.1171783577
902	0.1171060935
903	0.1169768862
904	0.1168024167
905	0.1167194092
906	0.1165354096
907	0.1163560912
908	0.1162979044
909	0.1161290402
910	0.1159137622
911	0.11569939
912	0.1154519615
913	0.1153339617
914	0.1151900332
915	0.1151118858
916	0.1149899672
917	0.1148795714
918	0.1147292291
919	0.1146562454
920	0.1145329
921	0.1144055636
922	0.1142713505
923	0.1141153292
924	0.1139914557
925	0.1138095338
926	0.1136792525
927	0.1135141519
928	0.1134310604
929	0.113350694
930	0.1132219058
931	0.1130505038
932	0.1129262761
933	0.1128317749
934	0.1127247053
935	0.1125849198
936	0.1125309051
937	0.1124157489
938	0.112336957
939	0.1122786744
940	0.1121546374
941	0.1120491315
942	0.1119771205
943	0.1118511665
944	0.1117720215
945	0.1116162802
946	0.1114053605
947	0.1113136733
948	0.1112440811
949	0.1111234542
950	0.1110374431
951	0.110870389
952	0.110724621
953	0.1105897709
954	0.1104502855
955	0.1103256463
956	0.1101864439
957	0.1100130489
958	0.1098643681
959	0.1097349221
960	0.109647013
961	0.1095842784
962	0.1095193616
963	0.1094324949
964	0.1093029383
965	0.1091336882
966	0.1090283332
967	0.1089264369
968	0.1088033426
969	0.108713593
970	0.1085050533
971	0.1083304922
972	0.1082462419
973	0.1081685601
974	0.1079764672
975	0.1078507503
976	0.1077234278
977	0.1075186217
978	0.1073549454
979	0.1072813541
980	0.107043803
981	0.1069022149
982	0.1066771789
983	0.1065612693
984	0.1064391445
985	0.1063185068
986	0.1062419739
987	0.1061055137
988	0.1060017793
989	0.1058801982
990	0.1057695814
991	0.1056813082
992	0.105596142
993	0.1054909774
994	0.1053332848
995	0.1052485076
996	0.1051543879
997	0.1050638516
998	0.1049720948
999	0.1048621127
